Country Name,Country Code,Time,Time Code,"Population"
Indonésie,IDN,2007,YR2007,232374239
Indonésie,IDN,2008,YR2008,235469755
Indonésie,IDN,2009,YR2009,238620554
Indonésie,IDN,2010,YR2010,241834226
Indonésie,IDN,2011,YR2011,245115988
"Iran, République islamique d’",IRN,2004,YR2004,68951279
"Iran, République islamique d’",IRN,2006,YR2006,70554756
"Iran, République islamique d’",IRN,2007,YR2007,71336476
"Iran, République islamique d’",IRN,2008,YR2008,72120608
"Iran, République islamique d’",IRN,2009,YR2009,72924833
"Iran, République islamique d’",IRN,2010,YR2010,73762519
"Iran, République islamique d’",IRN,2011,YR2011,74634959
Iraq,IRQ,2004,YR2004,26313838
Iraq,IRQ,2006,YR2006,27448124
Iraq,IRQ,2007,YR2007,27911242
Iraq,IRQ,2008,YR2008,28385739
Iraq,IRQ,2009,YR2009,28973157
Iraq,IRQ,2010,YR2010,29741977
Iraq,IRQ,2011,YR2011,30725305
Irlande,IRL,2004,YR2004,4070262
Irlande,IRL,2006,YR2006,4273591
Irlande,IRL,2007,YR2007,4398942
Irlande,IRL,2008,YR2008,4489544
Irlande,IRL,2009,YR2009,4535375
Irlande,IRL,2010,YR2010,4560155
Irlande,IRL,2011,YR2011,4580084
Île de Man,IMN,2004,YR2004,79515
Île de Man,IMN,2006,YR2006,81283
Île de Man,IMN,2007,YR2007,82406
Île de Man,IMN,2008,YR2008,83515
Île de Man,IMN,2009,YR2009,84379
Île de Man,IMN,2010,YR2010,84856
Île de Man,IMN,2011,YR2011,84889
Israël,ISR,2004,YR2004,6809000
Israël,ISR,2006,YR2006,7053700
Israël,ISR,2007,YR2007,7180100
Israël,ISR,2008,YR2008,7308800
Israël,ISR,2009,YR2009,7485600
Israël,ISR,2010,YR2010,7623600
Israël,ISR,2011,YR2011,7765800
Italie,ITA,2004,YR2004,57685327
Italie,ITA,2006,YR2006,58143979
Italie,ITA,2007,YR2007,58438310
Italie,ITA,2008,YR2008,58826731
Italie,ITA,2009,YR2009,59095365
Italie,ITA,2010,YR2010,59277417
Italie,ITA,2011,YR2011,59379449
Jamaïque,JAM,2004,YR2004,2725017
Jamaïque,JAM,2006,YR2006,2754414
Jamaïque,JAM,2007,YR2007,2768229
Jamaïque,JAM,2008,YR2008,2781869
Jamaïque,JAM,2009,YR2009,2795839
Jamaïque,JAM,2010,YR2010,2810464
Jamaïque,JAM,2011,YR2011,2825932
Japon,JPN,2004,YR2004,127761000
Japon,JPN,2006,YR2006,127854000
Japon,JPN,2007,YR2007,128001000
Japon,JPN,2008,YR2008,128063000
Japon,JPN,2009,YR2009,128047000
Japon,JPN,2010,YR2010,128070000
Japon,JPN,2011,YR2011,127833000
Jordanie,JOR,2004,YR2004,5580241
Jordanie,JOR,2006,YR2006,5991547
Jordanie,JOR,2007,YR2007,6255290
Jordanie,JOR,2008,YR2008,6556473
Jordanie,JOR,2009,YR2009,6893258
Jordanie,JOR,2010,YR2010,7261541
Jordanie,JOR,2011,YR2011,7662858
Kazakhstan,KAZ,2004,YR2004,15012984
Kazakhstan,KAZ,2006,YR2006,15308085
Kazakhstan,KAZ,2007,YR2007,15484192
Kazakhstan,KAZ,2008,YR2008,15776938
Kazakhstan,KAZ,2009,YR2009,16092822
Kazakhstan,KAZ,2010,YR2010,16321872
Kazakhstan,KAZ,2011,YR2011,16557202
Kenya,KEN,2004,YR2004,35635267
Kenya,KEN,2006,YR2006,37649039
Kenya,KEN,2007,YR2007,38705934
Kenya,KEN,2008,YR2008,39791984
Kenya,KEN,2009,YR2009,40901798
Kenya,KEN,2010,YR2010,42030684
Kenya,KEN,2011,YR2011,43178270
Kiribati,KIR,2004,YR2004,90498
Kiribati,KIR,2006,YR2006,94341
Kiribati,KIR,2007,YR2007,96531
Kiribati,KIR,2008,YR2008,98760
Kiribati,KIR,2009,YR2009,100928
Kiribati,KIR,2010,YR2010,102930
Kiribati,KIR,2011,YR2011,104735
"Corée, République démocratique de",PRK,2004,YR2004,23732740
"Corée, République démocratique de",PRK,2006,YR2006,24054866
"Corée, République démocratique de",PRK,2007,YR2007,24188330
"Corée, République démocratique de",PRK,2008,YR2008,24310143
"Corée, République démocratique de",PRK,2009,YR2009,24428340
"Corée, République démocratique de",PRK,2010,YR2010,24548840
"Corée, République démocratique de",PRK,2011,YR2011,24673392
"Corée, République de",KOR,2004,YR2004,48082519
"Corée, République de",KOR,2006,YR2006,48438292
"Corée, République de",KOR,2007,YR2007,48683638
"Corée, République de",KOR,2008,YR2008,49054708
"Corée, République de",KOR,2009,YR2009,49307835
"Corée, République de",KOR,2010,YR2010,49554112
"Corée, République de",KOR,2011,YR2011,49936638
Kosovo,XKX,2004,YR2004,1704622
Kosovo,XKX,2006,YR2006,1719536
Kosovo,XKX,2007,YR2007,1733404
Kosovo,XKX,2008,YR2008,1747383
Kosovo,XKX,2009,YR2009,1761474
Kosovo,XKX,2010,YR2010,1775680
Kosovo,XKX,2011,YR2011,1791000
Koweït,KWT,2004,YR2004,2200498
Koweït,KWT,2006,YR2006,2373661
Koweït,KWT,2007,YR2007,2504026
Koweït,KWT,2008,YR2008,2656010
Koweït,KWT,2009,YR2009,2821041
Koweït,KWT,2010,YR2010,2991884
Koweït,KWT,2011,YR2011,3168054
République kirghize,KGZ,2004,YR2004,5104700
République kirghize,KGZ,2006,YR2006,5218400
République kirghize,KGZ,2007,YR2007,5268400
République kirghize,KGZ,2008,YR2008,5318700
République kirghize,KGZ,2009,YR2009,5383300
République kirghize,KGZ,2010,YR2010,5447900
République kirghize,KGZ,2011,YR2011,5514600
République démocratique populaire lao,LAO,2004,YR2004,5662199
République démocratique populaire lao,LAO,2006,YR2006,5846075
République démocratique populaire lao,LAO,2007,YR2007,5944950
République démocratique populaire lao,LAO,2008,YR2008,6046630
République démocratique populaire lao,LAO,2009,YR2009,6148621
République démocratique populaire lao,LAO,2010,YR2010,6249168
République démocratique populaire lao,LAO,2011,YR2011,6347564
Lettonie,LVA,2004,YR2004,2263122
Lettonie,LVA,2006,YR2006,2218357
Lettonie,LVA,2007,YR2007,2200325
Lettonie,LVA,2008,YR2008,2177322
Lettonie,LVA,2009,YR2009,2141669
Lettonie,LVA,2010,YR2010,2097555
Lettonie,LVA,2011,YR2011,2059709
Liban,LBN,2004,YR2004,4569377
Liban,LBN,2006,YR2006,4759760
Liban,LBN,2007,YR2007,4767347
Liban,LBN,2008,YR2008,4764745
Liban,LBN,2009,YR2009,4813026
Liban,LBN,2010,YR2010,4953064
Liban,LBN,2011,YR2011,5202022
Lesotho,LSO,2004,YR2004,2005953
Lesotho,LSO,2006,YR2006,1989933
Lesotho,LSO,2007,YR2007,1986926
Lesotho,LSO,2008,YR2008,1987130
Lesotho,LSO,2009,YR2009,1990135
Lesotho,LSO,2010,YR2010,1995575
Lesotho,LSO,2011,YR2011,2003793
Libéria,LBR,2004,YR2004,3135654
Libéria,LBR,2006,YR2006,3329211
Libéria,LBR,2007,YR2007,3461911
Libéria,LBR,2008,YR2008,3607863
Libéria,LBR,2009,YR2009,3754129
Libéria,LBR,2010,YR2010,3891357
Libéria,LBR,2011,YR2011,4017446
Libye,LBY,2004,YR2004,5710163
Libye,LBY,2006,YR2006,5886874
Libye,LBY,2007,YR2007,5974786
Libye,LBY,2008,YR2008,6058740
Libye,LBY,2009,YR2009,6133987
Libye,LBY,2010,YR2010,6197667
Libye,LBY,2011,YR2011,6247438
Liechtenstein,LIE,2004,YR2004,34444
Liechtenstein,LIE,2006,YR2006,34975
Liechtenstein,LIE,2007,YR2007,35217
Liechtenstein,LIE,2008,YR2008,35469
Liechtenstein,LIE,2009,YR2009,35723
Liechtenstein,LIE,2010,YR2010,35996
Liechtenstein,LIE,2011,YR2011,36299
Lituanie,LTU,2004,YR2004,3377075
Lituanie,LTU,2006,YR2006,3269909
Lituanie,LTU,2007,YR2007,3231294
Lituanie,LTU,2008,YR2008,3198231
Lituanie,LTU,2009,YR2009,3162916
Lituanie,LTU,2010,YR2010,3097282
Lituanie,LTU,2011,YR2011,3028115
Luxembourg,LUX,2004,YR2004,458095
Luxembourg,LUX,2006,YR2006,472637
Luxembourg,LUX,2007,YR2007,479993
Luxembourg,LUX,2008,YR2008,488650
Luxembourg,LUX,2009,YR2009,497783
Luxembourg,LUX,2010,YR2010,506953
Luxembourg,LUX,2011,YR2011,518347
"Région administrative spéciale de Macao, Chine",MAC,2004,YR2004,471600
"Région administrative spéciale de Macao, Chine",MAC,2006,YR2006,493804
"Région administrative spéciale de Macao, Chine",MAC,2007,YR2007,504504
"Région administrative spéciale de Macao, Chine",MAC,2008,YR2008,515232
"Région administrative spéciale de Macao, Chine",MAC,2009,YR2009,526401
"Région administrative spéciale de Macao, Chine",MAC,2010,YR2010,538215
"Région administrative spéciale de Macao, Chine",MAC,2011,YR2011,550833
Madagascar,MDG,2004,YR2004,17802992
Madagascar,MDG,2006,YR2006,18880265
Madagascar,MDG,2007,YR2007,19433520
Madagascar,MDG,2008,YR2008,19996476
Madagascar,MDG,2009,YR2009,20569115
Madagascar,MDG,2010,YR2010,21151640
Madagascar,MDG,2011,YR2011,21743970
Malawi,MWI,2004,YR2004,12301837
Malawi,MWI,2006,YR2006,12973693
Malawi,MWI,2007,YR2007,13341808
Malawi,MWI,2008,YR2008,13727899
Malawi,MWI,2009,YR2009,14128161
Malawi,MWI,2010,YR2010,14539609
Malawi,MWI,2011,YR2011,14962118
Malaisie,MYS,2004,YR2004,25190647
Malaisie,MYS,2006,YR2006,26201954
Malaisie,MYS,2007,YR2007,26720367
Malaisie,MYS,2008,YR2008,27236003
Malaisie,MYS,2009,YR2009,27735038
Malaisie,MYS,2010,YR2010,28208028
Malaisie,MYS,2011,YR2011,28650962
Maldives,MDV,2004,YR2004,311265
Maldives,MDV,2006,YR2006,327489
Maldives,MDV,2007,YR2007,335172
Maldives,MDV,2008,YR2008,343448
Maldives,MDV,2009,YR2009,353391
Maldives,MDV,2010,YR2010,365730
Maldives,MDV,2011,YR2011,380493
Mali,MLI,2004,YR2004,12369078
Mali,MLI,2006,YR2006,13203378
Mali,MLI,2007,YR2007,13651455
Mali,MLI,2008,YR2008,14113578
Mali,MLI,2009,YR2009,14581427
Mali,MLI,2010,YR2010,15049352
Mali,MLI,2011,YR2011,15514593
Malte,MLT,2004,YR2004,401268
Malte,MLT,2006,YR2006,405308
Malte,MLT,2007,YR2007,406724
Malte,MLT,2008,YR2008,409379
Malte,MLT,2009,YR2009,412477
Malte,MLT,2010,YR2010,414508
Malte,MLT,2011,YR2011,416268
Îles Marshall,MHL,2004,YR2004,54476
Îles Marshall,MHL,2006,YR2006,55765
Îles Marshall,MHL,2007,YR2007,56046
Îles Marshall,MHL,2008,YR2008,56166
Îles Marshall,MHL,2009,YR2009,56255
Îles Marshall,MHL,2010,YR2010,56361
Îles Marshall,MHL,2011,YR2011,56524
Mauritanie,MRT,2004,YR2004,2939246
Mauritanie,MRT,2006,YR2006,3111908
Mauritanie,MRT,2007,YR2007,3202512
Mauritanie,MRT,2008,YR2008,3296237
Mauritanie,MRT,2009,YR2009,3393408
Mauritanie,MRT,2010,YR2010,3494200
Mauritanie,MRT,2011,YR2011,3598646
Maurice,MUS,2004,YR2004,1221003
Maurice,MUS,2006,YR2006,1233996
Maurice,MUS,2007,YR2007,1239630
Maurice,MUS,2008,YR2008,1244121
Maurice,MUS,2009,YR2009,1247429
Maurice,MUS,2010,YR2010,1250400
Maurice,MUS,2011,YR2011,1252404
Mexique,MEX,2004,YR2004,104514934
Mexique,MEX,2006,YR2006,107560155
Mexique,MEX,2007,YR2007,109170503
Mexique,MEX,2008,YR2008,110815272
Mexique,MEX,2009,YR2009,112463886
Mexique,MEX,2010,YR2010,114092961
Mexique,MEX,2011,YR2011,115695468
"Micronésie, États fédérés de",FSM,2004,YR2004,106624
"Micronésie, États fédérés de",FSM,2006,YR2006,105374
"Micronésie, États fédérés de",FSM,2007,YR2007,104442
"Micronésie, États fédérés de",FSM,2008,YR2008,103549
"Micronésie, États fédérés de",FSM,2009,YR2009,102971
"Micronésie, États fédérés de",FSM,2010,YR2010,102916
"Micronésie, États fédérés de",FSM,2011,YR2011,103448
Moldova,MDA,2004,YR2004,2895147
Moldova,MDA,2006,YR2006,2880095
Moldova,MDA,2007,YR2007,2873429
Moldova,MDA,2008,YR2008,2867964
Moldova,MDA,2009,YR2009,2864346
Moldova,MDA,2010,YR2010,2861487
Moldova,MDA,2011,YR2011,2859833
Monaco,MCO,2004,YR2004,33499
Monaco,MCO,2006,YR2006,34189
Monaco,MCO,2007,YR2007,34524
Monaco,MCO,2008,YR2008,34860
Monaco,MCO,2009,YR2009,35223
Monaco,MCO,2010,YR2010,35609
Monaco,MCO,2011,YR2011,36025
Mongolie,MNG,2004,YR2004,2496394
Mongolie,MNG,2006,YR2006,2558854
Mongolie,MNG,2007,YR2007,2593819
Mongolie,MNG,2008,YR2008,2631899
Mongolie,MNG,2009,YR2009,2673794
Mongolie,MNG,2010,YR2010,2719902
Mongolie,MNG,2011,YR2011,2770357
Monténégro,MNE,2004,YR2004,613353
Monténégro,MNE,2006,YR2006,615025
Monténégro,MNE,2007,YR2007,615875
Monténégro,MNE,2008,YR2008,616969
Monténégro,MNE,2009,YR2009,618294
Monténégro,MNE,2010,YR2010,619428
Monténégro,MNE,2011,YR2011,620079
Maroc,MAR,2004,YR2004,30115196
Maroc,MAR,2006,YR2006,30804689
Maroc,MAR,2007,YR2007,31163670
Maroc,MAR,2008,YR2008,31536807
Maroc,MAR,2009,YR2009,31929087
Maroc,MAR,2010,YR2010,32343384
Maroc,MAR,2011,YR2011,32781860
Mozambique,MOZ,2004,YR2004,19910549
Mozambique,MOZ,2006,YR2006,21080108
Mozambique,MOZ,2007,YR2007,21673319
Mozambique,MOZ,2008,YR2008,22276596
Mozambique,MOZ,2009,YR2009,22894718
Mozambique,MOZ,2010,YR2010,23531567
Mozambique,MOZ,2011,YR2011,24187500
Myanmar,MMR,2004,YR2004,48564489
Myanmar,MMR,2006,YR2006,49301049
Myanmar,MMR,2007,YR2007,49621479
Myanmar,MMR,2008,YR2008,49929642
Myanmar,MMR,2009,YR2009,50250366
Myanmar,MMR,2010,YR2010,50600827
Myanmar,MMR,2011,YR2011,50990612
Namibie,NAM,2004,YR2004,1907737
Namibie,NAM,2006,YR2006,1971318
Namibie,NAM,2007,YR2007,2006516
Namibie,NAM,2008,YR2008,2043382
Namibie,NAM,2009,YR2009,2081039
Namibie,NAM,2010,YR2010,2118877
Namibie,NAM,2011,YR2011,2156698
Nauru,NRU,2004,YR2004,9906
Nauru,NRU,2006,YR2006,9827
Nauru,NRU,2007,YR2007,9846
Nauru,NRU,2008,YR2008,9880
Nauru,NRU,2009,YR2009,9945
Nauru,NRU,2010,YR2010,10009
Nauru,NRU,2011,YR2011,10069
Népal,NPL,2004,YR2004,25419337
Népal,NPL,2006,YR2006,26066687
Népal,NPL,2007,YR2007,26382586
Népal,NPL,2008,YR2008,26666581
Népal,NPL,2009,YR2009,26883531
Népal,NPL,2010,YR2010,27013207
Népal,NPL,2011,YR2011,27041220
Pays-Bas,NLD,2004,YR2004,16281779
Pays-Bas,NLD,2006,YR2006,16346101
Pays-Bas,NLD,2007,YR2007,16381696
Pays-Bas,NLD,2008,YR2008,16445593
Pays-Bas,NLD,2009,YR2009,16530388
Pays-Bas,NLD,2010,YR2010,16615394
Pays-Bas,NLD,2011,YR2011,16693074
Nouvelle-Calédonie,NCL,2004,YR2004,228750
Nouvelle-Calédonie,NCL,2006,YR2006,235750
Nouvelle-Calédonie,NCL,2007,YR2007,239250
Nouvelle-Calédonie,NCL,2008,YR2008,242750
Nouvelle-Calédonie,NCL,2009,YR2009,245950
Nouvelle-Calédonie,NCL,2010,YR2010,249750
Nouvelle-Calédonie,NCL,2011,YR2011,254350
Nouvelle-Zélande,NZL,2004,YR2004,4087500
Nouvelle-Zélande,NZL,2006,YR2006,4184600
Nouvelle-Zélande,NZL,2007,YR2007,4223800
Nouvelle-Zélande,NZL,2008,YR2008,4259800
Nouvelle-Zélande,NZL,2009,YR2009,4302600
Nouvelle-Zélande,NZL,2010,YR2010,4350700
Nouvelle-Zélande,NZL,2011,YR2011,4384000
Nicaragua,NIC,2004,YR2004,5364930
Nicaragua,NIC,2006,YR2006,5513757
Nicaragua,NIC,2007,YR2007,5590066
Nicaragua,NIC,2008,YR2008,5667436
Nicaragua,NIC,2009,YR2009,5745538
Nicaragua,NIC,2010,YR2010,5824058
Nicaragua,NIC,2011,YR2011,5903035
Niger,NER,2004,YR2004,13125914
Niger,NER,2006,YR2006,14143969
Niger,NER,2007,YR2007,14685404
Niger,NER,2008,YR2008,15250913
Niger,NER,2009,YR2009,15843131
Niger,NER,2010,YR2010,16464025
Niger,NER,2011,YR2011,17114770
Nigéria,NGA,2004,YR2004,135320420
Nigéria,NGA,2006,YR2006,142538305
Nigéria,NGA,2007,YR2007,146339971
Nigéria,NGA,2008,YR2008,150269622
Nigéria,NGA,2009,YR2009,154324939
Nigéria,NGA,2010,YR2010,158503203
Nigéria,NGA,2011,YR2011,162805080
Macédoine du Nord,MKD,2004,YR2004,2032544
Macédoine du Nord,MKD,2006,YR2006,2040228
Macédoine du Nord,MKD,2007,YR2007,2043559
Macédoine du Nord,MKD,2008,YR2008,2046898
Macédoine du Nord,MKD,2009,YR2009,2050671
Macédoine du Nord,MKD,2010,YR2010,2055004
Macédoine du Nord,MKD,2011,YR2011,2058539
Mariannes,MNP,2004,YR2004,57240
Mariannes,MNP,2006,YR2006,55886
Mariannes,MNP,2007,YR2007,55215
Mariannes,MNP,2008,YR2008,54621
Mariannes,MNP,2009,YR2009,54194
Mariannes,MNP,2010,YR2010,53971
Mariannes,MNP,2011,YR2011,54013
Norvège,NOR,2004,YR2004,4591910
Norvège,NOR,2006,YR2006,4660677
Norvège,NOR,2007,YR2007,4709153
Norvège,NOR,2008,YR2008,4768212
Norvège,NOR,2009,YR2009,4828726
Norvège,NOR,2010,YR2010,4889252
Norvège,NOR,2011,YR2011,4953088
Oman,OMN,2004,YR2004,2445524
Oman,OMN,2006,YR2006,2580753
Oman,OMN,2007,YR2007,2657162
Oman,OMN,2008,YR2008,2750956
Oman,OMN,2009,YR2009,2876186
Oman,OMN,2010,YR2010,3041435
Oman,OMN,2011,YR2011,3251102
Pakistan,PAK,2004,YR2004,156664698
Pakistan,PAK,2006,YR2006,164022626
Pakistan,PAK,2007,YR2007,167808106
Pakistan,PAK,2008,YR2008,171648984
Pakistan,PAK,2009,YR2009,175525610
Pakistan,PAK,2010,YR2010,179424643
Pakistan,PAK,2011,YR2011,183340168
Palaos,PLW,2004,YR2004,19861
Palaos,PLW,2006,YR2006,19545
Palaos,PLW,2007,YR2007,19159
Palaos,PLW,2008,YR2008,18708
Palaos,PLW,2009,YR2009,18290
Palaos,PLW,2010,YR2010,17954
Palaos,PLW,2011,YR2011,17748
Panama,PAN,2004,YR2004,3269356
Panama,PAN,2006,YR2006,3391673
Panama,PAN,2007,YR2007,3453671
Panama,PAN,2008,YR2008,3516204
Panama,PAN,2009,YR2009,3579215
Panama,PAN,2010,YR2010,3642691
Panama,PAN,2011,YR2011,3706479
Papouasie-Nouvelle-Guinée,PNG,2004,YR2004,6354247
Papouasie-Nouvelle-Guinée,PNG,2006,YR2006,6646891
Papouasie-Nouvelle-Guinée,PNG,2007,YR2007,6808503
Papouasie-Nouvelle-Guinée,PNG,2008,YR2008,6976200
Papouasie-Nouvelle-Guinée,PNG,2009,YR2009,7144774
Papouasie-Nouvelle-Guinée,PNG,2010,YR2010,7310512
Papouasie-Nouvelle-Guinée,PNG,2011,YR2011,7472196
Paraguay,PRY,2004,YR2004,5730556
Paraguay,PRY,2006,YR2006,5913212
Paraguay,PRY,2007,YR2007,5998430
Paraguay,PRY,2008,YR2008,6081296
Paraguay,PRY,2009,YR2009,6163970
Paraguay,PRY,2010,YR2010,6248017
Paraguay,PRY,2011,YR2011,6333981
Pérou,PER,2004,YR2004,27624226
Pérou,PER,2006,YR2006,28102055
Pérou,PER,2007,YR2007,28333050
Pérou,PER,2008,YR2008,28562321
Pérou,PER,2009,YR2009,28792663
Pérou,PER,2010,YR2010,29027680
Pérou,PER,2011,YR2011,29264314
Philippines,PHL,2004,YR2004,84710544
Philippines,PHL,2006,YR2006,87888675
Philippines,PHL,2007,YR2007,89405482
Philippines,PHL,2008,YR2008,90901967
Philippines,PHL,2009,YR2009,92414161
Philippines,PHL,2010,YR2010,93966784
Philippines,PHL,2011,YR2011,95570049
Pologne,POL,2004,YR2004,38182222
Pologne,POL,2006,YR2006,38141267
Pologne,POL,2007,YR2007,38120560
Pologne,POL,2008,YR2008,38125759
Pologne,POL,2009,YR2009,38151603
Pologne,POL,2010,YR2010,38042794
Pologne,POL,2011,YR2011,38063255
Portugal,PRT,2004,YR2004,10483861
Portugal,PRT,2006,YR2006,10522288
Portugal,PRT,2007,YR2007,10542964
Portugal,PRT,2008,YR2008,10558177
Portugal,PRT,2009,YR2009,10568247
Portugal,PRT,2010,YR2010,10573100
Portugal,PRT,2011,YR2011,10557560
Porto Rico,PRI,2004,YR2004,3826878
Porto Rico,PRI,2006,YR2006,3805214
Porto Rico,PRI,2007,YR2007,3782995
Porto Rico,PRI,2008,YR2008,3760866
Porto Rico,PRI,2009,YR2009,3740410
Porto Rico,PRI,2010,YR2010,3721525
Porto Rico,PRI,2011,YR2011,3678732
Qatar,QAT,2004,YR2004,753332
Qatar,QAT,2006,YR2006,1022704
Qatar,QAT,2007,YR2007,1218441
Qatar,QAT,2008,YR2008,1436670
Qatar,QAT,2009,YR2009,1654944
Qatar,QAT,2010,YR2010,1856329
Qatar,QAT,2011,YR2011,2035862
Roumanie,ROU,2004,YR2004,21451748
Roumanie,ROU,2006,YR2006,21193760
Roumanie,ROU,2007,YR2007,20882982
Roumanie,ROU,2008,YR2008,20537875
Roumanie,ROU,2009,YR2009,20367487
Roumanie,ROU,2010,YR2010,20246871
Roumanie,ROU,2011,YR2011,20147528
Fédération de Russie,RUS,2004,YR2004,144067316
Fédération de Russie,RUS,2006,YR2006,143049637
Fédération de Russie,RUS,2007,YR2007,142805114
Fédération de Russie,RUS,2008,YR2008,142742366
Fédération de Russie,RUS,2009,YR2009,142785349
Fédération de Russie,RUS,2010,YR2010,142849468
Fédération de Russie,RUS,2011,YR2011,142960908
Rwanda,RWA,2004,YR2004,8680516
Rwanda,RWA,2006,YR2006,9043342
Rwanda,RWA,2007,YR2007,9273759
Rwanda,RWA,2008,YR2008,9524532
Rwanda,RWA,2009,YR2009,9782770
Rwanda,RWA,2010,YR2010,10039338
Rwanda,RWA,2011,YR2011,10293333
Samoa,WSM,2004,YR2004,178597
Samoa,WSM,2006,YR2006,180874
Samoa,WSM,2007,YR2007,182045
Samoa,WSM,2008,YR2008,183270
Samoa,WSM,2009,YR2009,184553
Samoa,WSM,2010,YR2010,185944
Samoa,WSM,2011,YR2011,187469
Saint-Marin,SMR,2004,YR2004,28942
Saint-Marin,SMR,2006,YR2006,29694
Saint-Marin,SMR,2007,YR2007,30068
Saint-Marin,SMR,2008,YR2008,30434
Saint-Marin,SMR,2009,YR2009,30825
Saint-Marin,SMR,2010,YR2010,31221
Saint-Marin,SMR,2011,YR2011,31655
Sao Tomé-et-Principe,STP,2004,YR2004,153736
Sao Tomé-et-Principe,STP,2006,YR2006,161676
Sao Tomé-et-Principe,STP,2007,YR2007,166297
Sao Tomé-et-Principe,STP,2008,YR2008,171122
Sao Tomé-et-Principe,STP,2009,YR2009,175877
Sao Tomé-et-Principe,STP,2010,YR2010,180372
Sao Tomé-et-Principe,STP,2011,YR2011,184521
Arabie saoudite,SAU,2004,YR2004,23132686
Arabie saoudite,SAU,2006,YR2006,24498313
Arabie saoudite,SAU,2007,YR2007,25184589
Arabie saoudite,SAU,2008,YR2008,25888535
Arabie saoudite,SAU,2009,YR2009,26630303
Arabie saoudite,SAU,2010,YR2010,27421468
Arabie saoudite,SAU,2011,YR2011,28267591
Sénégal,SEN,2004,YR2004,10810086
Sénégal,SEN,2006,YR2006,11382272
Sénégal,SEN,2007,YR2007,11687078
Sénégal,SEN,2008,YR2008,12004700
Sénégal,SEN,2009,YR2009,12335092
Sénégal,SEN,2010,YR2010,12678143
Sénégal,SEN,2011,YR2011,13033814
Serbie,SRB,2004,YR2004,7463157
Serbie,SRB,2006,YR2006,7411569
Serbie,SRB,2007,YR2007,7381579
Serbie,SRB,2008,YR2008,7350222
Serbie,SRB,2009,YR2009,7320807
Serbie,SRB,2010,YR2010,7291436
Serbie,SRB,2011,YR2011,7234099
Seychelles,SYC,2004,YR2004,82475
Seychelles,SYC,2006,YR2006,84600
Seychelles,SYC,2007,YR2007,85033
Seychelles,SYC,2008,YR2008,86956
Seychelles,SYC,2009,YR2009,87298
Seychelles,SYC,2010,YR2010,89770
Seychelles,SYC,2011,YR2011,87441
Sierra Leone,SLE,2004,YR2004,5433995
Sierra Leone,SLE,2006,YR2006,5829240
Sierra Leone,SLE,2007,YR2007,5989641
Sierra Leone,SLE,2008,YR2008,6133599
Sierra Leone,SLE,2009,YR2009,6272735
Sierra Leone,SLE,2010,YR2010,6415636
Sierra Leone,SLE,2011,YR2011,6563238
Singapour,SGP,2004,YR2004,4166664
Singapour,SGP,2006,YR2006,4401365
Singapour,SGP,2007,YR2007,4588599
Singapour,SGP,2008,YR2008,4839396
Singapour,SGP,2009,YR2009,4987573
Singapour,SGP,2010,YR2010,5076732
Singapour,SGP,2011,YR2011,5183688
Sint Maarten (Dutch part),SXM,2004,YR2004,32488
Sint Maarten (Dutch part),SXM,2006,YR2006,33441
Sint Maarten (Dutch part),SXM,2007,YR2007,33811
Sint Maarten (Dutch part),SXM,2008,YR2008,33964
Sint Maarten (Dutch part),SXM,2009,YR2009,34238
Sint Maarten (Dutch part),SXM,2010,YR2010,34056
Sint Maarten (Dutch part),SXM,2011,YR2011,33435
République slovaque,SVK,2004,YR2004,5372280
République slovaque,SVK,2006,YR2006,5373054
République slovaque,SVK,2007,YR2007,5374622
République slovaque,SVK,2008,YR2008,5379233
République slovaque,SVK,2009,YR2009,5386406
République slovaque,SVK,2010,YR2010,5391428
République slovaque,SVK,2011,YR2011,5398384
Slovénie,SVN,2004,YR2004,1997012
Slovénie,SVN,2006,YR2006,2006868
Slovénie,SVN,2007,YR2007,2018122
Slovénie,SVN,2008,YR2008,2021316
Slovénie,SVN,2009,YR2009,2039669
Slovénie,SVN,2010,YR2010,2048583
Slovénie,SVN,2011,YR2011,2052843
Îles Salomon,SLB,2004,YR2004,458549
Îles Salomon,SLB,2006,YR2006,481086
Îles Salomon,SLB,2007,YR2007,492133
Îles Salomon,SLB,2008,YR2008,503366
Îles Salomon,SLB,2009,YR2009,515182
Îles Salomon,SLB,2010,YR2010,527861
Îles Salomon,SLB,2011,YR2011,541522
Somalie,SOM,2004,YR2004,10130251
Somalie,SOM,2006,YR2006,10763904
Somalie,SOM,2007,YR2007,11080122
Somalie,SOM,2008,YR2008,11397188
Somalie,SOM,2009,YR2009,11717691
Somalie,SOM,2010,YR2010,12043886
Somalie,SOM,2011,YR2011,12376305
Afrique du Sud,ZAF,2004,YR2004,47291610
Afrique du Sud,ZAF,2006,YR2006,48489464
Afrique du Sud,ZAF,2007,YR2007,49119766
Afrique du Sud,ZAF,2008,YR2008,49779472
Afrique du Sud,ZAF,2009,YR2009,50477013
Afrique du Sud,ZAF,2010,YR2010,51216967
Afrique du Sud,ZAF,2011,YR2011,52003759
Soudan du Sud,SSD,2004,YR2004,7213354
Soudan du Sud,SSD,2006,YR2006,7907407
Soudan du Sud,SSD,2007,YR2007,8315144
Soudan du Sud,SSD,2008,YR2008,8736932
Soudan du Sud,SSD,2009,YR2009,9142258
